Tweet,HateSpeech
nova crocs reviva tehnologija za prijetno masažo z vsakim korakom,0 ni sporni govor
sirec se je v nemčiji s tovornjakom zaletel v vozila in ljudi motiv je zaenkrat neznanka pa koga vi zajebavate,0 ni sporni govor
ima tok hude kratke hlače da ne bo zdržal do jadranja in bo šel v njih kar spat,2 žalitev
matilda ga je že večkrat božala pa se je odpovedal pujsu,0 ni sporni govor
nazaj se napiše dragi šef ko ne bo 13 plače ne bomo delali in bomo stavkali ter zahtevali še 14 plačo bong,0 ni sporni govor
eh nenade ko pa na kakšni partizanski fešti govori murgelčan si pa tiho,2 žalitev
nam pa skušnjavo da bi jo pobrisali s sendvičem rtv naročnina brez plačila,2 žalitev
šalke čunalniška oprema slušalke in mikrofoni čunalniki in čunalniška,2 žalitev
jaz sem še vedno čist navdušena in z veseljem vsak dan obujem skibucke,0 ni sporni govor
mam tok rdečkarjev okoli sebe da sem raje zaprta,0 ni sporni govor
no pa sem spet blokirana na dveh profilih za 30 dni oni so zažgali božično drevo jaz pa napišem nekulturna golazen,0 ni sporni govor
slovesna otvoritev varovane kolesarnice za električna kolesa,2 žalitev
iniesta bo dobil bronasti kip,0 ni sporni govor
prečko ankarana pa ste spregledali ko je golman bil že premagan,0 ni sporni govor
jaz ga nosim stalno da me ščiti od aidsa skidam ga samo ko lulam in ko občujem s puncami,2 žalitev
paranoidna motnja ali vsaj bipolarnost to je skupno vsem,0 ni sporni govor
presstutike edina resnica ki jo je dozdaj povedu golobič da jih plačuje politika,2 žalitev
novomeška mafija v pripravljenosti varnostniki sintala so le ena od skupin povezanih s pp nm,0 ni sporni govor
samo roboti so lahko nepristranski živa bitja so v očeh drugih vedno pristranska,0 ni sporni govor
brezpilotni letalniki droni so čez noč postali vsestransko uporabni via,2 žalitev
delodajalci to še kar pozabljajo,0 ni sporni govor
zabava nove fotografije s prizorišča samomora cobaina podoživite zgodovino s pomembnimi podobami raztreščenih možganov foto amp video,0 ni sporni govor
komunistom pojmi ala spostovanje sodisc in vladavina prava v praksi ne gre,2 žalitev
aha da ni tud moj kje to slišal ker včasih komaj odprem kozarec ti ti,2 žalitev
kaj pa kej še bolj donosni in 10 krat večji posli z žilnimi opornicami,0 ni sporni govor
nekak se mi zdi da njihova zavarovalnica ni vesela tega prizora ča,2 žalitev
na 24ur so se malo popravili ampak ni še to kaj pričakujemo nekateri sej bo si rečem to je dolgotrajen proces,0 ni sporni govor
koncno jasno kaj pumpa fdv svojim studentom v glavo nasilje sramota za,0 ni sporni govor
jankovičevi prijatelji očitno spet mastno služijo na račun prebivalcev ljubljane,0 ni sporni govor
američani prosijo da zašpecate karnerje milijoni čakajo,2 žalitev
otroštvo se konča tisti trenutek ko začneš piti kavo bemti kavo servirano z zgodnjim vstajanjem pa komot bi ostala na čokolinu,2 žalitev
krimič iračana zagrešila teroristična vladars sd in levica skratka levičarji vaš multikulti vaša diverzija vaš teror,2 žalitev
neumnost tožilčevo politično prepričanje nima nič z izvajanjem tožilskih nalog,2 žalitev
in potem se jim bodo navlekli na oblast lopovi kot pri nas in bodo še večji reveži,2 žalitev
katapult daje nov pospešek trboveljskemu gospodarstvu,0 ni sporni govor
če bi vsakič ko grem na šmarko objavla fotko bi vam šla fejst na kurac hočem povedat da velja tut obratno hvala za upoštevanje,2 žalitev
namesto da bi človek v miru delal mora razmišljat da ga ne bodo rdeči voluharji olupili,2 žalitev
preobrazba nekdanjega skladišča na ptuju v šarmantno družinsko hišo,0 ni sporni govor
ali kot mohant toda lahko se jezimo nanj ampak migranti še kar naprej prihajajo s h mi smo res telebajski,0 ni sporni govor
seveda ni vredno zlo je pokopano po rovtah rajajo le še klovni,0 ni sporni govor
pahorjeve in janševe marnje o teh famoznih stricih iz ozadji jima zagotavljajo že 25 letno drkanje države,0 ni sporni govor
pa dokler tobaka ne pridelujemo v sloveniji kajenje ne unicuje slovenskegalokalnega kmetijstva,2 žalitev
edinost sreča sprava prijatlji vince nam sladko da koder sonce hodi srce razjasni in oko ki utopi kar nas je iz vas bo strah sovražnikov,0 ni sporni govor
vzajemna mi je poslala reklamo na kateri med drugim piše v sloveniji vsaka tretja ženka in vsak drugi moški zboli za rakom,0 ni sporni govor
plezalci moteči za ptice pri gnezdenju,2 žalitev
barabe po 4 milijone na mesec služijo živijo pa v neprofitnih stanovanjih,2 žalitev
tipo oblečen bolje kot jaz skuliran spet milo prosi tokrat kar za hamburger ta poslovni model izgleda kar dobro laufa,0 ni sporni govor
vodilni gospodarski kazalci v zda marca rahlo slabši največja ovira za hitrejšo rast ameriškega gospodarstva,2 žalitev
oglejte si top prihajajoče dražbe najbolj privlačne dražbe stanovanj hiš avtomobilov motornih koles,2 žalitev
vidva sta kot kamerada v kriminalu pisala zanikrn program smc,0 ni sporni govor
ker tam zivi najvec balkancev na dezelo ti osebki ne gredo v vecjih mestih jim je vse na voljo tudi farmacevtke,2 žalitev
molčijo in za turčijo in svoje banke navijajo tudi sprijeni ali pijani levičarji kot sta merkla ali juncker,0 ni sporni govor
jaz pa ne morem paziti svojih vnukov ker ste mi kleptokapitalistične svinje podaqljšale delovno dobo pfej,0 ni sporni govor
eden najbolj priljubljenih dalmatinskih otokov je bogatejši za adrenalinsko atrakcijo,2 žalitev
v vsako vas dnk testiranje rasne čistosti in detektor norosti,3 nasilje
pri nas ni strukturnih reform ampak sistemske po sistemu piši kuči propalo,0 ni sporni govor
kakor koli vsi podatki kažejo da nas je potegnil iz krize kamor nas je spravil janša,0 ni sporni govor
še en pacient ki mu socialistična infuzija teče po drekasti vsebini pa lep dan,2 žalitev
ni potrebno k maši hodijo vrhunsko razgledani ki pričakujejo nebesa v komunizmu,3 nasilje
nekaj novega v pohvalno pohvalno ceprav je greh skakat naprej,0 ni sporni govor
govorim v imenu vseh blokirani smo prosimo za printscreen hvala,0 ni sporni govor
sej bojo kmalu kitajci ki so kao antikapital vse obvladal pa bo lepša uniformirana in tovarniška prihodnost,2 žalitev
sem fajn je bilo kmetje so tekačem ponujali mesnine in žganico,0 ni sporni govor
rokmetnemu komentatorju gmilovanoviču je pa še kar dolgcajt v penziji,0 ni sporni govor
torej muslimani zivijo po svojih zakonih in ne pozakonih drzave kjer zivijo seveda prehode pri rdeči luči ze upoštevajo,0 ni sporni govor
kakšen rim prostitucija žensk in moška je stara skoraj kot človeštvo najhujša sodobna oblika je novinarska,0 ni sporni govor
se ti vidi da grickaš prestice obilo prestic pa verjetno poplakneš s šmarnico,2 žalitev
včeraj nekaj pred 19 uro zvečer sta pod trojanami v križišču regionalne ceste ljubljanacelje in priključkom za,2 žalitev
pozabil si da sta v komandni sobi razburljivo akcijo nadzirala mrinstagram in korl,0 ni sporni govor
mize pri veterinarjih bi morale imeti eno mehko podlago mladicu vedno drsi in se malo se boji svoje vet da je potem ves zivcen,2 žalitev
hotel lev ne pride v poštev edini hotel ki bi bil konkurenčen je union tam je že vse pečeno samo odpeljat je treba,2 žalitev
vlak iz prevalj namenjen v maribor stoji na drugi strani drave sam tega nihce ne bo opazil,2 žalitev
kakšna gospa gospa z veliko babica humanitarka ki potem ko se končno upokoji postavi še lastno bolnišnico,0 ni sporni govor
žalim nikomur nisem rekel budala ali ga drugače zmerjal kot počnete vi nekulturna slovenka,2 žalitev
še tesle jim nabavijo za vozit pa smo top eko destinacija za kriminalce,0 ni sporni govor
vsi poslanci protiminister ustavi gradnjo jankovic pa gradi naprejkje mi živimo,0 ni sporni govor
ali pa naši prešernovo nagrajenki eni bi lahko sp preluknjano zastavo drugi pa psa in takoj bi bili obe na psu,2 žalitev
a pedri niso moški jaz sem mislil da so,0 ni sporni govor
mimogrede je v beli hiše toda ga ne sprejme niti na klepet ob čaju,0 ni sporni govor
trubači so kvintet pihal srbske filharmonije to je hi myuzik,0 ni sporni govor
ker ne vejo da obstaja možnost da vklopiš obvestila na postih na fb ki bi jih rad spremljal oz na kratko ker so butli,0 ni sporni govor
draga je pa spomin ko je par svabov streljal talce medtem ko so osvoboditelji rabutali kmete,0 ni sporni govor
paravojaška slovenija štajerska varda in proslave zzb nob z dečki v uniformah in z orožjem na prsih via,0 ni sporni govor
vi pa sovražniki zasebnih vrtcev in te anomalije bi pripisali zasebnikom poznamo tvojo bedno mentaliteto,0 ni sporni govor
sramota slovenske politike slovenci pa pohlevne ovčke,2 žalitev
tud ce bi bil zastonj ga prodam brez da ga peljem 1x,0 ni sporni govor
ofsajd pokriva celo ligo tdofc pa olimpijo,2 žalitev
bog te jeba ti si še zmeraj pri janezu hahahah jebote pa pojačaj terapijo rukni 10 tablet na dan če jih 8 ne prime,0 ni sporni govor
približno tako so tudi nekateri kitajski veljaki pozivali rdeče straže ki so jih potem metale pod vlake,2 žalitev
res je precej bi bilo potrebno predebatirati ne želim vam nič slabega fotografije prve 3 so pa zgovorne,0 ni sporni govor
komunistično izživljanje nas slovenskim narodom se mora končati pričuje partizan jože košorog v oddaji čevalci,0 ni sporni govor
cerkev dogaja puritanstvo za štirimi stenami pa karkoli in fejsbuk nekateri jemljejo kot štiri stene,0 ni sporni govor
rdečkarje držijo za jajca hrvatje in srbi zato pod njimi ni prihodnosti za slovenijo,2 žalitev
pobudnik vsega skupaj je bil seveda jure apih,2 žalitev
za dobrim konjem se praši tudi za dobro obdelani kamnom inkubator sežana,0 ni sporni govor
brezveze če maš tako tipkovnico ne smeš jest za računalnikom ni fore,0 ni sporni govor
hrvaški pevec miroslav škoro okreva po posegu na srcu in se zahvaljuje zdravnikom,2 žalitev
a to so priprave na volitve da te ne bodo vsi idioti spet prehiteli,0 ni sporni govor
jpmakes senseoboji imajo roke noge glavotako kot imajo hruske in jabolka pecelj,0 ni sporni govor
gospod predsednik želim vam čimboljši telefon za selfije in veliko prodanega sladoleda lp,0 ni sporni govor
udbomafija svoje volivce pri belem dnevu yebe v glavo ker si to zaslužijo,0 ni sporni govor
pobrskajte po torbicah in jih vrzite stran,0 ni sporni govor
seveda ne karantanija je samo konstrukt komunisticni biseri se kar valijo iz vas,2 žalitev
italijani so ji vsiljevali nemščino še ena od,0 ni sporni govor
vroče za znoret vsa čast tistim ki tečejo popoldne ali zvečer,0 ni sporni govor
spravite kamione na železnico v velenju in jih vozite vsaj do šempetra v savdolini prosim za odgovor,2 žalitev
serpetinšek se pa reži mater zarukano bedno kretenšek,2 žalitev
kolegica me hoče spoznat s svojim fantom črnogorcem in dobim vprašanje a govoriš čefursk d tudi ona črnogorka po rodu opa,0 ni sporni govor
na poti z letalom iz pekinga poteka let vsaj 1 uro nad puščavo gobi fascinanten pogled,1 nespodobni govor
v deželi norcev je narobe prav komunisti podpornikim in nasledniki morilcev razlagajo demokracijo,2 žalitev
regratova solata s krompirjem sestavine prb 500g regrata 4 krompirji 3 jajčke oluščena k,2 žalitev
balkan in srbijanci in srbijanski kriminalci vojni zločinci paravojaške bande kjerkoli so bodo problem,2 žalitev
tako bedastih rezultatov pa že dolgo nisem videla,0 ni sporni govor
eh škoda no teoretično sem praktično pa še ne če vogrincu nardi ap 41 pik ddd,2 žalitev
kaj vse se dela ampak ne pozabi da je us brutalno pohodilo prejsnjo us sodbo,0 ni sporni govor
v novi maja novak quotvsaka ovca stori isto kot ovca pred njo pa ce se tako neverjetno neumnoquot,2 žalitev
jansa je podedoval 85 od nas komunistov ki smo 70 let to gradili,2 žalitev
to da je trgovina zaprta v nedeljo ne bo prizadelo nikogar če se pa za en dan v naprej ne moreš organizirat pa tud no,2 žalitev
lenuhi na socialki 530 ojrov pa nič če volijo sd,0 ni sporni govor
pravkar igram igro biathlon mania pridruži se in me poskusi premagati,0 ni sporni govor
po moje bi bil zadnji čas za lustracijo da izženemo vse ki so kdaj bili člani komunistične partije,0 ni sporni govor
in domobrancev belogardistov plave garde in njihovih naslednikov nas reši o gospod,0 ni sporni govor
likof je star običja da prodajalec in kupec zalijeta kupčijo z žganjem,0 ni sporni govor
no temu se pa pravi drzavno tozilski kadrovski inbreeding vrana vrani ne izkljuje oci,2 žalitev
812014 bo na dražbi peč za kebab potis izklicna cena je 133 33 č,2 žalitev
jap dejansko je moderno to ratal krivim kardašijanovke vidla punce v trenirkah in visokih petah v klubih,0 ni sporni govor
če bo to videl pa zraven še litr šmarnice se mu bo zmešalo,2 žalitev
ja stevilko mobitela objavi da ne bo prihajalo do taksnih zapletov,0 ni sporni govor
in tikava se pa presmrkava sem za vas imate jih zagotovo okrog 70 da si mi to dovolite reči,0 ni sporni govor
sokolca niti po odločitvi sodišča ne nameravajo zapustiti,2 žalitev
vlado bi moral sestavljati sds vse ostalo je delo murgelskega laboratorija,2 žalitev
je pa res da se bodo slovenci komunistov bali tudi ko bo umrl zadnji pojavil se bo analni hakelj komu lesti v rit,2 žalitev
ce je pa res jst tega neb skp spraula pa ceb en teden ždela za šivalnim strojem,0 ni sporni govor
jozos k da si včeraj začel to delat kaj točno tukaj ni običajen modus operandi d,0 ni sporni govor
začarani krogi carinske vojne modri možje gradijo mostove neumneži pa zidove,0 ni sporni govor
joj prejoj milijon težav v oni pa furajo tole sprdačino,0 ni sporni govor
še preverja če ni tudi on sam podtaknjenec murgelj,0 ni sporni govor
po moje ja oni obvladujejo vse vpraši na 24kur novo24tv al pa primca,0 ni sporni govor
pred dopustom raje poskrbite za zdravstveno zavarovanje,2 žalitev
za čiščenje make upa torej to niso uni mokri robčki za roke in ritke so prav make up remove robčki,2 žalitev
zdi se mi praktično nemogoče da bi se sodnica izpostavila takšni sramoti ne da bi bila za to nagrajena,0 ni sporni govor
kupovanje delnic nova24 iz dobrote kaže kako slovenski demokrati razumejo tržni sistem,2 žalitev
to ga je že nova tašča zgleda v petek z geli srala še danes vse po zazganem smrdi in še vedno ne vemo kaj,0 ni sporni govor
ta tvit samo dokazuje da si plitek zelo plitek,2 žalitev
ste pa res komunistični podmladek vsaj enkrat da so na javni televiziji stopili na janševo stran,0 ni sporni govor
rojstnodnevna zabava in slavno darilo ki se ga vsi bojijo več v posnetku,2 žalitev
vip tribuna v planici prazna bosi nagi in ponižni bi se morali it klanjat prevcu če že kart niste plačal banda,0 ni sporni govor
poleg tega da si nesposoben si pa še nerazgledan po domače povedano buksl,0 ni sporni govor
verjetno ne pridejo k nam s padali bratska republika odpira vrata mi pa na morje quid pro qou,0 ni sporni govor
spet so nam vrgli kost za glodanje obrobna zadeva pralce denarja je danes treba privesti pred preiskovalnega sodnika,0 ni sporni govor
sodeč na zvoke zunaj ne bom vstala pa tudi rolet ne bom potegnila gor ker ne,0 ni sporni govor
hujsih skoraj ni unicili so velenje in krivi za t6 racune izstavljajo davkoplacevalcem,2 žalitev
tisti mali logitechov stolpič za konferenčne sobe me zanima,2 žalitev
vsakič ko mam pojamram kok mi je faking vroče se spomnim na kuharje v gostilnah đizs,2 žalitev
še vedno je čas da si kar sam nardiš kej tazga kot bi ti oni nč čakat sam še slabš bo,0 ni sporni govor
no ja tudi nič je bolje od serpentinška vsekakor pa dresirana opica,0 ni sporni govor
fuglsang dobil etapo roglič še povečal vodstvo proti valverdeju,2 žalitev
ameriška divja pomaranča v trstu padajo z dreves na avtomobile in jezijo lastnike,2 žalitev
pobegli sodnik ali zakaj nas je lahko resnično na smrt strah via,2 žalitev
mater si utrgan ce si desni si demokrat ni nujno da si fasist,0 ni sporni govor
izkoriščajo majstri ki imajo min plačo in hude avte,0 ni sporni govor
krožno gospodarstvo je ko za pusta deliš sladkarije ki so jih otroci dobili od dedka mraza,2 žalitev
ciganka mu je napovedala usodno nesrečo in ta se je res zgodila,2 žalitev
ker nas je spletnamladina mnogo blokirala se priporočamo za sliko namesto povezave,2 žalitev
vato za ušesa če pridejo levica bepci v vlado bo krulenje neznosno mati selotejpa jim dajte čez riwce,0 ni sporni govor
ja res je kriv za to lepo domovinico da lahko gumpci danes vsepovprek svinjajo po njem,1 nespodobni govor
včasih delam iz kavarne na 14 monitorju dejansko te zavira pri multitaskanju in poveča fokus,0 ni sporni govor
podobne vozim skoraj celo zimo in zgodnjo pomlad in pozno jesen tko na mtb kot specialki,2 žalitev
odpiranje vaših pisem amp paketkov po boxrazglasitev skrivnih projektov prek,2 žalitev
nazifashisticne simbole lahko prepove samo leva opcija,0 ni sporni govor
partljič je z opravičilom okrcal celoten polaparatćik in ne samo kagljerjamorala je na tej veji na psu,2 žalitev
pravkar igram igro biathlon mania pridruži se in me poskusi premagati,0 ni sporni govor
takole pa še en video je bil zraven za to sem dobila prvi ban 24 ur,0 ni sporni govor
ne nismo enakopravni alahovci lahko delajo kar hocejo levuharji jim pa ploskajo,0 ni sporni govor
terenski obisk poslanske skupine sd v kočevju ogled podjetja intersocks,0 ni sporni govor
nič ne gre to v demokraciji skupaj najlažje je pisati pamflete,0 ni sporni govor
uradno nemški bdp je v tretjem četrtletju zrasel za 0 1 odstotka in država se je izognila recesiji,2 žalitev
bogdan priblem je v srrukturah ki črpajo desnica bi pač želela malo tudi avojim raztalat to je ves catch,0 ni sporni govor
kaksno imas prognozo za jutri zjutraj da jim vem naprej povedat,2 žalitev
jankovičev slogan česarkoli se dotaknem propade brez vašega dodatnega denarja volilci,2 žalitev
stranski učinki demokracije so očitno hujši kot so jih predvidevali,0 ni sporni govor
janševi rumenjaki opletanje proti medijem na tviterju v zadevi dijana,0 ni sporni govor
zakaj ne če vroč zrak ven pihaš ven iz stavbe bi fizika zdržala sam praksa mal jebe,3 nasilje
lego kocke pa povečevalno steklo in en prozoren plastičen lonec da lahko bulji v kobilice murne in mravlje pa knjige,0 ni sporni govor
mrbid kdo bi vedel ampak nastradali bo pa os ko bo kdo izkoristil tako luknjo,2 žalitev
tile čičoti so imeli čas kaj narediti vsi pač niso mečkajo na mestu in polnijo žepe,1 nespodobni govor
ciril pucko največji izdajalec slovenske pomladi,0 ni sporni govor
joj kako lepo živahno je delavci prav dodajo eno vzdušje to je pravi trg,2 žalitev
namesto afere šiško bodo navidezne notranje razprtije za spuščanje megle dutb,0 ni sporni govor
v ajdovščini nimaš bejbe kam peljat v gorici jo loh pelješ vsaj v ajdovščino,0 ni sporni govor
zazvoni telefon v garderobi fitnesa oglasi se priletni gospod sledi oglas za zdrave sklepe,2 žalitev
o njej pa same cvetke slišim resno razmetano naj bi bilo po podstrešju mkc je urejena dama v primerjavi z njo,0 ni sporni govor
ko je bila mama povsem izmučena je tibor sam kuhal svoje najljubše jedi,0 ni sporni govor
premier janša izdal knjigo aferizmi v kateri so našteti vsi komunistični konstrukti proti njemu,0 ni sporni govor
vrjetno je elektrifikacija vneto jih priklapljajo na električna omrežja,2 žalitev
temu se rece projekcija pa preganjavica pa se kaj,0 ni sporni govor
razen če niso inteligentni odrasli,0 ni sporni govor
uf videl da ima dxo nov software photo lab testiram prvi vtisi so brutalni kaj vse se da iz enega raw filetka izvleči,2 žalitev
izkoristite neverjetni popust koda ass1503 ass1503 kompletno ozvočenje 850w rms,0 ni sporni govor
varno je vozit obut v obutev ki ne zdrsuje zagotovo pa ne bos,0 ni sporni govor
ja klinca če greš po desni bankini peš te ziher kakšen z volvotom povozi,2 žalitev
zaj dokaj običajne lastnosti laž in manipulacija,0 ni sporni govor
do kdaj si bo še lahko dovolil takšno početje to zatelebanjeno pezde,2 žalitev
za tebe in janšo so muslimanski šiptarji in ustaši ste si blizu,0 ni sporni govor
ta je pa močna nimam kaj dodati,0 ni sporni govor
logično vse našteto je moškega spola ti si pa baba,2 žalitev
tega intelektualnega primitivizma tako nihče več ne posluša,0 ni sporni govor
in ta srbski gnoj je sodnik v sloveniji odpustiti iz službe vzeti državljanstvo in naj se odplazi od koder se je priplazil,0 ni sporni govor
zda so kot kobilice tam kjer je grejo in vse uničijo za svoje lastne potrebe,0 ni sporni govor
če bi prodajali še kondome razen ris zagreb nam marsikatere neumnosti ne bi bilo treba poslušati,0 ni sporni govor
za razliko od podobno dragega teš 6 ima drugi tir okoljsko pozitivni vpliv na planet,2 žalitev
obstajala je moravia magna in sovjetska zveza pa si danes nihče s takimi nadnacionalnimi nadkulturnimi tvorbami ne viša ega,2 žalitev
kaj se v izraelu dogajajo jugo svinjarije ti nesrečnik ti,0 ni sporni govor
pisma od zmage do zmage antikrist klovn nahod ermenčeve in lepote novinarstva nova24tv,2 žalitev
je pa na pol skuhane žabena počasi,2 žalitev
je že zopet začel svinjati s svojimi čivkibivši komi ki je delal in dela sramoto pravim komunistom,2 žalitev
pri živem telesu ga bo počasi glodal ampak se lahko pogodi ali bo zraven kapal limono ali tabasko,0 ni sporni govor
v letu 2018 se obetajo številne pravne novosti pa veste kaj to pomeni,0 ni sporni govor
točno nas pa tiščijo na balkan jaz s čefurji nimam popolnoma nič skupnega,2 žalitev
če pa sm komu fauš sem pa vam motoristom aja tak mimogrede ki je to,0 ni sporni govor
luštno popoldne v družbi mamic mali zakladi,2 žalitev
nisi pa povedal da je za tabo burek malo naprej levo pa mlekomat,2 žalitev
ta užitek ko prideš ven iz pisarne in butne vate este calor ima me da bi se na glas zadrl,2 žalitev
vcasih ti pa enostavno dopizdi in blokiras vse po spisku ker koj kurac je men tega treba,0 ni sporni govor
discipliniranje zaradi poročanja medijev,0 ni sporni govor
a maš dvojko ker če ja pol jebeš ajfoun 10 in če imaš enko ti je moj nexus 5 vseeno kar malo fouš,0 ni sporni govor
iz levice se radi delamo norce ampak fante je treba zelo resno jemat podobno kot 7 letni mulc v afriki s kalašnikom in polno ritjo droge,0 ni sporni govor
nova sončna očala za vse priložnosti te čakajo v naši optiki,2 žalitev
seveda a ga verjetno vrže v depresijo ker v cerkev ne hodijo samo beli rasisti,0 ni sporni govor
saj ti pravim preprosto popolen primitivnez ki uporablja sekretno izrazoslovje,1 nespodobni govor
morebiti malo po bližnjici najbolj sem nesrečen ko vidim bedake zadovoljne,2 žalitev
gasilsko reševalna vaja pri domu starejših občanov grosuplje,2 žalitev
fant nima izpita za avto skromen pa je skromen,2 žalitev
vsaj naši s sosedi se zavedajo kako pomemben je nadzor in varnost meja,0 ni sporni govor
generalni pravobranilec je decembra sodišču priporočil da se razglasi za nepristojno,0 ni sporni govor
špansko policijsko nasilje nad katalonci mladi katalonki so policisti lomili prste enega po enega jo vlekli in,0 ni sporni govor
tiste ki jamrate nad enim moškim in sobivanjem z njim globoko vdihnite in bodite hvaležne da nimate treh v radiju kihca,1 nespodobni govor
dejansko rešujejo zadeve bi jih pa lahko hitreje in bolj odločno da folku take neumnosti ne bi padale na pamet,2 žalitev
odslej bom vsakega ki ne bo pokril gobca med kašljanjem nenapovedano usekal na taisti gobec,2 žalitev
gol bum kako je začutila in zavohala kaos v obrambi,0 ni sporni govor
še več zoki je zrihtu vodo toplo vodo elektriko vrtec tako volivec iz šiške,0 ni sporni govor
gibanje je zdravje v vročih dneh že pripravljamo vsebine za novo številko novic europa donna,0 ni sporni govor
fuj roza kak so bli grdi če bi kirga mel bi ti takoj poslal,2 žalitev
34 volilcev je glasovalo za to da na oblast ne pride primitivna politika skrajne desnice,2 žalitev
no potem pa še toliko večja sramota za moje pojme,0 ni sporni govor
skoči do lepene no mogoče najdeš med iztrebki še kaj duhovne hrane zase,0 ni sporni govor
pravkar igram igro biathlon mania pridruži se in me poskusi premagati,0 ni sporni govor
meni jih je nabral naš tweeteraš peter eno veliko darilno vrečko en jurček je tehtal 1960 g sam tolk v vendost,2 žalitev
briclja ne poznam radikalni islamizem je zlo,0 ni sporni govor
za tak gnar bi še avstrijski natakarji prišli kelnariti,2 žalitev
v kamniku nalivi izgleda je bog gledal včerajšne soočenje,0 ni sporni govor
kaj je bolj noro od 88kmh po klancu dol z biciklom 23kmh po klancu gor sami norci tile biciklisti,0 ni sporni govor
gnoj je gnoj pa če ma sto zlatih ketn okol vratu al pa sto rolexov na roki,0 ni sporni govor
jutri koncerta skupin ki jih ne gre zamuditi,2 žalitev
mlinotest se z razvojem novih izdelkov prilagaja potrebam trga,0 ni sporni govor
video posnetek zabave policistov in mladoletnice v policijski patrulji,0 ni sporni govor
1 lahko ze ustanovimo sindikat ze od prej kreditno nesposobnih ime pa nekaj v stilu jebe se nam ali jebite se,1 nespodobni govor
in potrjeno ima čisto huda očala kar ne morem jih dol dat,0 ni sporni govor
na podlagi naklofena in 2 dcl trapista pivo sem stresla trikrat preveč popra v cacio e pepe tastar se je skoraj vžgal,0 ni sporni govor
med predahom za oglase jože vsem kaže svoj nov telefon,0 ni sporni govor
po kosilu pa seveda sladica kot se šika,0 ni sporni govor
če bi imél jaz tako majhno džézvo bi imél štiri pa mogóče eno še na jeklenki za kampiranje,1 nespodobni govor
moj avto je že čisto praznično razpoložen takoj ko ga prižgem zasvetijo vse opozorilne lučke na armaturni plošči,0 ni sporni govor
to je podmladek komunjare na usposabljanju tako uspešno usposabljanje se pozneje nagradi s članstvom v strankah rdečkarjev,0 ni sporni govor
grega ciglar poisci si pomoc ojej ojej kaj vse naivni vizualci za 25 na uro naredijo iz sorosovega sklada,2 žalitev
passst t2 sredi ljubljane ne omogoča optike čeprav jo imajo vse okoliške hiše bloki poslovne stavbe,2 žalitev
če bi domobrancem uspelo obraniti slovenijo pred komunizmom danes v sloveniji nihče več ne bi govoril slovensko,0 ni sporni govor
ko je resnica za tebe sovražni govor a mladino pa ne podpira ministrstvo za zdravstvo preberi si odgovor revije,2 žalitev
reče se s strani represivnih organov šikaniranih pripadnikov nevladnih organizacij za pomoč ubogim prebežnikom,0 ni sporni govor
okužba s koronavirusom še ni potrjena rezultate testiranj še čakajo,2 žalitev
to da oblasti svetujejo potnikom naj čakajo najmanj dva metra od tirov e to bo pa rešilo problem,0 ni sporni govor
hja neki ja neki ne rojstno dnevni obdarovalci znajo bit zleht in poslusat kaj si mulc zeli,2 žalitev
bayern preprečil riberyjevo rojstnodnevno zabavo,0 ni sporni govor
boljše da sedi v parlamentu kot pa da kje v temnem kotu sobe nadleguje mlade fantke,2 žalitev
nekaj hočem poslati za arhivo reg kot da sem blokiranpa ne ti,0 ni sporni govor
tožiti je treba razne odškodnine in poravnave ki še isto minuto ko ti zdrsne dobijo tvojo telefonsko,2 žalitev
vegani so me tako razburili da sem pozabila mačku priboljške kupit zdaj pa žival trpi,0 ni sporni govor
samo v garfieldovem svetu je vse česar se ne da pojesti neumnost tako da niste ravno kredibilen sodnik,0 ni sporni govor
spolno osvobojena peaches kot udaren uvod v letošnjo parado ponosa,0 ni sporni govor
kaj ni tvoj foter starejši od tebe vsaj 20 let moraš bit močnejši to se bere kot da je king kong,0 ni sporni govor
zato pa je bolje imeti vikend v barbarigi ker te že prvi oblaček in piš ne nažene v zamejske trgovine dvakrat premisliš prej,1 nespodobni govor
hja nekateri si ga niti tu niso šment,2 žalitev
prevajalec napiše sesalec medtem ko fuzbaler reče pravilno sesalnik,2 žalitev
mhm vsi prodajalci orožja saudijcem so torej napadli jemen,2 žalitev
šarec se mi vse bolj smili strici in msm ga forsirajo naprej on pa ve da ni sposoben niti kamnika vodit,0 ni sporni govor
turnška je treba razgalit do fundamenta samo tako ga lahko prizemljimo pa še do tretjega kolena,2 žalitev
in potem se pri nas še levica zavzema za normalnejše cene najemnin banda komunistična,2 žalitev
komunisti imajo dober rek uporabi prežveči izpljuni in pogazi,2 žalitev
najbolj trapasta je pa čandrova oportunistična ekvilibristika,2 žalitev
ste za to da živimo v državi brez strelskih pohodov rumenih telovnikov in brez kraljic,0 ni sporni govor
končno nekdo upa povedati resnicobravo rado pezdir,2 žalitev
moj ocitek ni pavsalen ampak bodi dovolj,0 ni sporni govor
redkim uspe takole razcistiti to je samo še ena zmaga za pasom,2 žalitev
nočejo vrtcev pa doma sterejših takoj jim elektriko odklopit pa bo,2 žalitev
ne gre mi na železniški postaji vlakom gume pumpat in pa v kopru v pristanišču banane krivit,0 ni sporni govor
imam še boljši recept zaposlite se za minimalca pa jih boste najbolj zajebali tiste podatke si lahko v fteknejo,2 žalitev
